date,drawdown
2023-06-01,0.0
2023-06-02,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,-0.003118112686177322
2023-06-09,-0.006472547051350061
2023-06-12,-0.002101707220405231
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-19,-0.0017193421622038324
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,-0.004355401960656354
2023-06-23,-0.010876898234190692
2023-06-26,-0.00491832533198694
2023-06-27,-0.002426518913789964
2023-06-28,-0.0021095118090586427
2023-06-30,0.0
2023-07-03,0.0
2023-07-04,-0.0027878293150421316
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,-0.0008350772553890082
2023-07-10,-0.001099351275319157
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,-0.003258439414901299
2023-07-14,0.0
2023-07-17,0.0
2023-07-18,-0.0021813578988081213
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,-0.0017831492050621501
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,-0.009010826211602879
2023-08-03,-0.011354336106611665
2023-08-04,-0.007038025645725966
2023-08-07,-0.006940578156634156
2023-08-08,-0.008487471864592916
2023-08-09,-0.0028375618501939757
2023-08-10,-0.008677596685967693
2023-08-11,-0.00788847645961689
2023-08-14,-0.009585289381562782
2023-08-16,-0.006124199891376653
2023-08-17,-0.008482020256811577
2023-08-18,-0.008505189589882318
2023-08-21,-0.005291466802775132
2023-08-22,0.0
2023-08-23,0.0
2023-08-24,-0.00029322812335347265
2023-08-25,-0.003914900187313704
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.0
2023-08-31,0.0
2023-09-01,0.0
2023-09-04,0.0
2023-09-05,0.0
